,donor,sample,structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,gabe_label,mni_nlin_x,mni_nlin_y,mni_nlin_z
150,9861,559,4266,19,2586,CX,CA4,"CA4 field, right",39475,64,104,108,30.0,-33.4,-6.9,H0351.2001,31.050298023010697,-31.4285396570182,-8.97183215827662
151,9861,560,4267,19,2515,CX,DG,"dentate gyrus, right",39439,63,104,108,31.1,-33.4,-6.9,H0351.2001,32.1207900845977,-31.4196187462178,-8.85043740010018
152,9861,574,4251,15,2411,CX,S,"subiculum, left",41706,113,112,88,-21.3,-16.0,-20.4,H0351.2001,-22.7085634116208,-14.7414568559428,-23.5577342234771
153,9861,581,4255,17,2467,CX,CA2,"CA2 field, left",41209,121,104,100,-30.0,-26.5,-9.7,H0351.2001,-31.0042224373344,-24.2744205099447,-11.623877121831901
154,9861,582,4256,17,2475,CX,CA3,"CA3 field, left",41210,119,104,100,-27.8,-26.4,-9.6,H0351.2001,-28.836512301634198,-24.445479335404,-11.856682404543701
155,9861,583,4257,17,2483,CX,CA4,"CA4 field, left",41208,118,105,100,-26.8,-26.7,-10.7,H0351.2001,-27.8699640762432,-24.885735573341197,-13.0063940526157
156,9861,774,4264,20,2322,CX,CA2,"CA2 field, right",38729,64,100,111,30.0,-35.4,-2.1,H0351.2001,31.4592795098273,-32.93701519333049,-3.9584300776816295
157,9861,786,4260,18,2355,CX,S,"subiculum, right",64893,73,105,107,20.5,-32.9,-8.4,H0351.2001,21.1209764079148,-30.79541702001989,-10.5148430999454
158,9861,787,4265,18,2315,CX,CA3,"CA3 field, right",64891,63,103,107,31.1,-32.1,-6.0,H0351.2001,32.3040340595808,-30.0298490533328,-8.117259459628
159,9861,788,4266,18,2323,CX,CA4,"CA4 field, right",40614,64,105,107,30.0,-32.7,-8.2,H0351.2001,30.991822203325402,-30.792707579111696,-10.285816581665301
160,9861,789,4267,18,2331,CX,DG,"dentate gyrus, right",40613,65,105,107,29.0,-32.7,-8.2,H0351.2001,29.9178522200902,-30.8115310193432,-10.405320156883699
161,9861,791,4267,20,2346,CX,DG,"dentate gyrus, right",38726,67,101,111,26.8,-35.8,-3.2,H0351.2001,27.8363768977162,-33.083465315392104,-5.1511263547234005
162,9861,793,4263,20,2314,CX,CA1,"CA1 field, right",38730,63,104,111,31.0,-36.5,-6.3,H0351.2001,31.935801318264108,-34.2533050595362,-7.88832175621647
163,9861,797,4260,17,2305,CX,S,"subiculum, right",41146,70,105,105,23.8,-30.7,-8.7,H0351.2001,24.746114548722485,-28.7338300562586,-11.0549759268035
164,9861,798,4263,17,2313,CX,CA1,"CA1 field, right",41145,61,107,106,33.2,-32.1,-10.5,H0351.2001,34.024358071695104,-30.578180434291905,-12.284960351538803
165,9861,799,4265,17,2329,CX,CA3,"CA3 field, right",41143,64,103,106,30.1,-31.0,-6.3,H0351.2001,31.2683123068893,-28.983770089289603,-8.51592905962184
166,9861,804,4260,20,2393,CX,S,"subiculum, right",38731,73,103,111,20.4,-36.5,-5.5,H0351.2001,20.8570683184334,-33.8803991616983,-7.269067297007282
167,9861,805,4263,20,2306,CX,CA1,"CA1 field, right",38730,62,104,111,32.0,-36.5,-6.3,H0351.2001,33.0219056668587,-34.2484435023835,-7.76162529519831
168,9861,806,4265,20,2330,CX,CA3,"CA3 field, right",38728,66,100,111,27.9,-35.5,-2.1,H0351.2001,29.158084084559196,-32.8402057453234,-4.10308012818403
169,9861,807,4266,20,2338,CX,CA4,"CA4 field, right",38727,66,101,111,27.8,-35.8,-3.2,H0351.2001,28.993716720658302,-33.2297790851478,-5.16388338951515
